T2m,T850,T700,T500,T300,TD2m,Td_850,dTd_850,Td_700,dTd_700,Td_500,dTd_500,Td_300,dTd_300,Td2m,Wpow_10m,WpoW_850,WpoW_700,Wpow_500,Wpow_300,Tsm8,Vaiting,Tps8,Tps5,Tps850-Tps500,Tps0-Tps850,Total,sweat,Td0,Tsm7,Tsm0,dTd8,dTd0,dTd5,dTd7,TPS8-TPS7,TPS7-TPS5,Jefferson,TSM7+TSM5,Tps7,Tps0,dTd3,dTd300+dTd500,Tps850-TPS300,Tps700-TPS300,GUST,LF,CAPE0,CAPE250,CAPE90,VVEL925,VVEL850,VVEL700,VVEL500,VVEL300,dV3-5,dV5-8,dDIR3-5,dDIR5-8,U300,V300,U850,V850,U700,V700,U500,V500,U10,V10,maxVevel,minVevel,Si,HPBL,CEILING,AbsHumid,CLCT,CLCL,PMSL,Hbottom-low,Hbase-top,gradT0,gradT0*2,gradTd0*2,gradTd0,Lapl_PRMSL125,Lapl_PRMSL1.0,ClH200,ClH100,TotPrec,Nighttime,TunderYN,Longitude,Latitude,Eventtime,Station
20.65,14.35,3.35,-12.75,-39.95,18.95,14.53,6.12,4.06,10.29,1.39,1.96,-17.23,4.48,18.95,1.0,3.16,5.0,9.22,14.42,11.29,141.75,48.45,51.76,-3.31,-242.87,107.85,1929.29,18.95,-1.79,19.8,6.12,1.7,1.96,10.29,6.58,-9.89,47.48,-15.52,41.87,-194.42,4.48,6.44,-8.21,-14.79,8.0,-4.5,0.0,71.9,1.9,-0.05,-0.11,-0.04,-0.06,-0.05,6.08,8.54,0.0,-0.96,6.0,12.0,-1.0,3.0,3.0,4.0,7.0,12.0,-1.0,0.0,-0.04,-0.11,7.0,34.0,4980.0,0.01,100.0,0.0,1008.0,0.0,0.0,0.11,0.11,0.16,0.19,5.0,8.0,750.0,159.0,0.0,1,64,112.5,62.37,2021-08-13 12:55:00,0
20.55,14.85,2.25,-11.65,-39.95,19.55,13.74,6.81,8.33,6.52,-27.36,29.61,-24.33,12.68,19.55,1.41,2.0,4.47,10.63,4.47,11.44,154.25,48.7,46.24,2.46,-243.16,103.15,1793.15,19.55,-1.01,20.05,6.81,1.0,29.61,6.52,6.03,-3.57,48.52,-27.46,42.66,-194.46,12.68,42.28,-7.42,-13.46,7.0,-3.8,63.0,26.6,136.7,-0.06,0.0,0.27,-0.05,-0.03,6.71,9.43,0.26,-0.99,7.0,4.0,0.0,2.0,4.0,2.0,8.0,4.0,-1.0,1.0,0.27,-0.06,11.0,67.0,2890.0,0.01,69.0,0.0,1009.0,0.0,0.0,0.07,0.1,0.06,0.11,5.0,7.0,750.0,66.0,0.0,1,64,115.34,62.37,2021-08-13 13:58:00,0
8.45,11.65,2.65,-10.75,-38.75,6.75,4.46,3.99,4.84,6.81,-24.86,27.51,-18.23,7.48,6.75,2.24,2.83,2.24,5.83,4.24,9.66,158.75,44.91,47.56,-2.65,-242.79,109.15,2095.99,6.75,-0.75,7.6,3.99,1.7,27.51,6.81,1.71,-4.37,44.48,-25.26,43.19,-197.88,7.48,34.98,-13.28,-15.0,5.0,8.0,0.0,0.2,0.0,0.35,0.36,-0.17,0.11,0.09,2.0,5.83,-0.99,-0.54,5.0,3.0,2.0,2.0,-1.0,2.0,-3.0,3.0,1.0,2.0,0.36,-0.17,11.0,60.0,22700.0,0.01,1.0,0.0,1015.0,0.0,0.0,0.22,0.27,0.15,0.26,10.0,17.0,1069.0,224.0,0.0,1,64,88.36,55.55,2021-08-13 14:50:00,0
17.35,15.35,4.15,-10.35,-39.45,13.95,12.25,5.1,11.73,3.62,-4.57,8.72,-22.84,12.49,13.95,1.0,5.1,2.0,4.12,5.83,12.8,172.55,52.45,52.37,0.08,-247.82,108.05,2195.99,13.95,2.34,15.65,5.1,3.4,8.72,3.62,3.1,-3.02,50.94,-12.37,49.35,-195.37,12.49,21.21,-4.4,-7.5,1.0,1.5,0.0,88.7,0.0,0.03,-0.04,0.04,0.18,-0.02,2.24,7.81,-0.94,0.78,-1.0,-3.0,-1.0,5.0,0.0,2.0,4.0,-3.0,-1.0,0.0,0.18,-0.04,1.0,32.0,10670.0,0.01,75.0,31.0,1010.0,0.0,0.0,0.16,0.16,0.05,0.11,13.0,14.0,595.0,123.0,0.0,1,64,84.15,54.29,2021-08-14 01:53:00,0
18.25,12.15,3.35,-12.65,-35.55,15.75,11.32,6.93,-16.41,28.56,-13.86,17.21,-23.99,11.34,15.75,4.24,17.46,20.62,27.73,43.46,8.69,97.45,42.37,46.36,-3.99,-237.29,101.45,1987.96,15.75,-10.93,17.0,6.93,2.5,17.21,28.56,7.43,-11.42,33.88,-32.18,34.94,-194.92,11.34,28.55,-20.28,-27.72,8.0,2.4,0.0,79.5,0.1,0.09,-0.09,0.01,0.06,0.03,15.81,11.31,0.5,0.17,12.0,17.0,17.0,4.0,19.0,8.0,25.0,17.0,3.0,3.0,0.09,-0.09,6.0,963.0,860.0,0.01,100.0,100.0,1001.0,0.0,0.0,0.19,0.21,0.06,0.1,18.0,21.0,1085.0,766.0,0.0,1,64,69.42,65.35,2021-08-14 03:09:00,0
24.25,16.65,4.25,-11.75,-39.35,19.55,16.24,8.01,9.33,7.32,-18.63,22.88,-22.6,10.85,19.55,1.41,3.61,4.24,7.28,11.66,12.65,147.15,51.38,46.73,4.66,-244.81,101.15,1771.69,19.55,0.59,21.9,8.01,4.7,22.88,7.32,5.51,-0.85,50.24,-22.6,45.88,-193.43,10.85,33.73,-5.7,-11.2,3.0,-5.6,0.0,18.9,1.3,0.08,0.01,-0.02,-0.08,-0.05,5.0,5.1,0.64,-0.46,7.0,10.0,3.0,2.0,3.0,3.0,2.0,10.0,1.0,1.0,0.08,-0.08,7.0,748.0,22700.0,0.02,0.0,0.0,1007.0,0.0,0.0,0.26,0.29,0.14,0.16,21.0,21.0,1140.0,258.0,0.3,1,64,79.04,60.07,2021-08-14 03:59:00,0
15.45,15.95,8.05,-10.85,-37.65,11.15,6.18,9.27,2.71,13.24,-0.44,8.49,-33.08,22.23,11.15,2.83,10.44,12.04,10.05,14.76,11.32,113.75,48.04,51.65,-3.6,-243.95,91.65,1712.86,11.15,1.43,13.3,9.27,4.3,8.49,13.24,-0.25,-3.36,44.15,-13.67,48.29,-195.91,22.23,30.72,-11.11,-10.87,7.0,11.0,0.0,224.1,0.0,-0.03,0.21,0.05,0.04,-0.03,6.71,2.0,-0.56,1.0,-1.0,-7.0,10.0,-3.0,12.0,-1.0,10.0,-7.0,2.0,2.0,0.21,-0.03,6.0,256.0,22700.0,0.01,5.0,0.0,1011.0,0.0,0.0,0.4,0.64,0.16,0.26,7.0,22.0,223.0,81.0,0.0,1,64,110.13,62.04,2021-08-14 04:10:00,0
15.45,15.95,8.05,-10.85,-37.65,11.15,6.18,9.27,2.71,13.24,-0.44,8.49,-33.08,22.23,11.15,2.83,10.44,12.04,10.05,14.76,11.32,113.75,48.04,51.65,-3.6,-243.95,91.65,1712.86,11.15,1.43,13.3,9.27,4.3,8.49,13.24,-0.25,-3.36,44.15,-13.67,48.29,-195.91,22.23,30.72,-11.11,-10.87,7.0,11.0,0.0,224.1,0.0,-0.03,0.21,0.05,0.04,-0.03,6.71,2.0,-0.56,1.0,-1.0,-7.0,10.0,-3.0,12.0,-1.0,10.0,-7.0,2.0,2.0,0.21,-0.03,6.0,256.0,22700.0,0.01,5.0,0.0,1011.0,0.0,0.0,0.4,0.64,0.16,0.26,7.0,22.0,223.0,81.0,0.0,1,64,110.13,62.04,2021-08-14 04:11:00,0
9.15,7.65,-0.15,-15.45,-43.85,7.25,8.7,0.45,5.79,1.86,-2.05,1.9,-20.34,4.89,7.25,5.66,8.06,2.83,7.28,13.04,7.42,208.25,40.18,47.0,-6.82,-237.79,135.55,2843.03,7.25,-1.08,8.2,0.45,1.9,1.9,1.86,-1.85,-4.97,47.91,-17.48,42.04,-197.61,4.89,6.79,-10.64,-8.79,10.0,10.6,0.0,1.3,0.0,0.21,-0.03,-0.16,-0.15,-0.08,6.4,11.66,-0.73,-0.99,7.0,11.0,-8.0,1.0,-2.0,2.0,2.0,11.0,-4.0,-4.0,0.21,-0.16,5.0,451.0,1360.0,0.01,100.0,100.0,1011.0,1840.0,2210.0,0.14,0.31,0.03,0.07,18.0,23.0,1008.0,326.0,3.7,1,64,71.49,65.31,2021-08-14 04:08:00,0
15.05,11.35,1.15,-14.45,-43.35,13.85,14.42,0.63,10.58,0.77,-7.12,8.27,-19.21,4.76,13.85,1.41,2.24,11.66,9.9,12.37,11.03,215.65,49.11,45.98,3.13,-245.05,136.25,3001.1,13.85,0.76,14.45,0.63,1.2,8.27,0.77,3.19,-0.07,53.51,-17.82,45.92,-195.94,4.76,13.03,-2.46,-5.65,4.0,-1.3,2.9,38.0,223.8,-0.17,-0.2,-0.12,-0.25,-0.25,6.4,7.81,0.44,0.4,7.0,12.0,2.0,1.0,10.0,6.0,7.0,12.0,1.0,-1.0,-0.12,-0.25,13.0,239.0,1100.0,0.01,100.0,94.0,1008.0,1060.0,9940.0,0.33,0.55,0.31,0.42,13.0,17.0,1056.0,933.0,17.900000000000002,1,64,85.39,52.13,2021-08-14 04:18:00,0
13.35,10.05,1.05,-14.65,-43.15,10.85,9.97,3.38,10.05,-0.0,-7.21,8.26,-19.57,4.92,10.85,2.0,2.0,2.24,4.47,6.4,8.36,203.65,41.97,45.68,-3.71,-238.4,119.35,2448.99,10.85,1.05,12.1,3.38,2.5,8.26,-0.0,-4.6,0.89,49.61,-17.73,46.57,-196.43,4.92,13.18,-9.89,-5.28,7.0,6.8,0.0,362.6,44.1,0.0,0.12,-0.16,0.22,0.1,2.24,5.66,0.45,0.32,4.0,5.0,2.0,0.0,1.0,2.0,-2.0,5.0,0.0,-2.0,0.22,-0.16,11.0,461.0,730.0,0.01,100.0,100.0,1009.0,670.0,840.0,0.26,0.29,0.13,0.24,11.0,14.0,1056.0,205.0,0.2,1,64,86.48,53.5,2021-08-14 04:46:00,0
14.85,10.85,2.25,-12.35,-40.25,13.95,14.85,0.0,10.55,0.3,1.24,1.01,-17.02,4.67,13.95,6.32,6.32,3.0,1.0,16.28,10.85,218.95,48.82,53.11,-4.3,-244.79,135.55,3063.02,13.95,2.1,14.4,0.0,0.9,1.01,0.3,-0.13,-4.17,51.34,-10.76,48.95,-195.97,4.67,5.69,-7.37,-7.24,10.0,5.0,40.3,69.9,2.0,-0.05,-0.54,-1.31,-1.09,-0.27,16.12,6.08,-0.74,0.64,0.0,16.0,-2.0,-6.0,0.0,-3.0,-1.0,16.0,2.0,-6.0,-0.05,-1.31,8.0,599.0,610.0,0.01,100.0,100.0,1007.0,1200.0,1500.0,0.59,0.73,0.24,0.28,13.0,25.0,1087.0,976.0,16.800000000000004,1,64,72.47,55.16,2021-08-14 06:16:00,0
23.85,17.15,4.45,-9.75,-38.95,17.15,13.97,9.88,10.51,6.64,-8.97,13.42,-32.95,23.2,17.15,1.41,5.39,3.61,2.0,9.85,12.21,141.45,50.03,51.55,-1.52,-243.58,90.65,1411.23,17.15,1.13,20.5,9.88,6.7,13.42,6.64,3.13,-4.65,47.85,-15.33,46.9,-193.55,23.2,36.61,-7.26,-10.39,5.0,-1.7,0.0,4.5,9.5,0.09,0.45,0.27,0.11,-0.02,10.82,6.4,-0.84,-0.96,0.0,-9.0,-2.0,5.0,-2.0,3.0,2.0,-9.0,-1.0,1.0,0.45,-0.02,11.0,585.0,22700.0,0.01,7.0,0.0,1007.0,2080.0,5140.0,0.34,0.34,0.41,0.41,7.0,10.0,1161.0,1072.0,0.0,1,64,94.52,55.15,2021-08-14 09:26:00,0
21.95,17.95,7.65,-8.75,-38.75,19.65,16.0,5.95,8.77,9.18,-11.63,19.28,-32.96,24.21,19.65,2.24,6.32,2.24,4.47,9.43,14.97,143.05,57.98,51.47,6.51,-251.97,104.45,2019.66,19.65,3.06,20.8,5.95,2.3,19.28,9.18,6.95,-0.44,50.21,-15.33,51.03,-194.0,24.21,43.49,0.42,-6.53,15.0,-4.3,186.4,171.9,13.4,0.12,0.35,0.0,-0.06,0.3,13.45,7.21,0.81,0.19,2.0,-8.0,-2.0,6.0,1.0,2.0,4.0,-8.0,-2.0,1.0,0.35,-0.06,1.0,582.0,22700.0,0.02,0.0,0.0,1005.0,0.0,0.0,0.89,1.11,0.52,0.79,4.0,8.0,1186.0,1057.0,0.0,1,64,92.47,52.27,2021-08-14 10:58:00,0
17.45,9.85,2.55,-13.55,-43.35,13.45,14.71,2.74,4.64,5.21,-17.56,20.11,-20.02,6.47,13.45,3.61,10.3,12.81,21.4,30.23,8.48,174.85,42.33,44.66,-2.33,-237.66,120.95,2680.95,13.45,-0.06,15.45,2.74,4.0,20.11,5.21,-2.05,-0.28,46.11,-23.66,44.38,-195.32,6.47,26.58,-9.13,-7.08,10.0,2.5,14.5,157.6,3.8,-0.03,-0.07,-0.1,0.13,-0.05,8.94,12.65,0.05,1.0,17.0,25.0,9.0,5.0,8.0,10.0,13.0,25.0,3.0,2.0,0.13,-0.1,-1.0,939.0,1130.0,0.01,100.0,100.0,1009.0,1040.0,1510.0,0.14,0.35,0.43,0.71,11.0,12.0,1076.0,573.0,0.0,1,64,73.45,58.18,2021-08-15 08:00:00,0
16.05,6.75,1.15,-14.15,-40.85,10.15,13.16,2.89,-8.01,14.76,-29.45,30.6,-28.64,14.49,10.15,1.41,1.41,5.1,8.06,22.47,5.31,136.75,35.29,42.99,-7.71,-231.0,118.05,2350.16,10.15,-6.23,13.1,2.89,5.9,30.6,14.76,-0.52,-7.18,36.61,-35.68,35.81,-195.71,14.49,45.1,-19.47,-18.94,4.0,6.4,0.0,43.9,0.4,-0.02,0.06,0.07,0.05,0.13,14.42,7.81,0.57,-0.59,-7.0,-19.0,1.0,-1.0,1.0,-5.0,-4.0,-19.0,1.0,-1.0,0.13,-0.02,8.0,935.0,22700.0,0.01,51.0,51.0,1009.0,1440.0,2030.0,0.27,0.38,0.07,0.1,10.0,15.0,1139.0,996.0,0.0,1,64,84.38,63.14,2021-08-15 08:17:00,0
14.45,9.55,-0.15,-15.45,-44.65,13.15,7.49,6.96,3.51,6.04,-7.19,7.04,-23.94,8.49,13.15,2.0,7.21,11.4,12.21,21.21,6.07,154.15,36.87,44.85,-7.98,-233.15,103.45,2043.77,13.15,-3.17,13.8,6.96,1.3,7.04,6.04,-1.69,-6.29,43.56,-22.14,38.56,-196.28,8.49,15.53,-12.6,-10.91,4.0,5.2,0.0,23.4,0.0,-0.08,-0.21,0.11,0.19,0.22,15.65,5.0,0.24,0.96,-7.0,-21.0,6.0,-4.0,9.0,-7.0,10.0,-21.0,2.0,0.0,0.22,-0.21,5.0,177.0,22700.0,0.01,0.0,0.0,1016.0,0.0,0.0,0.12,0.26,0.08,0.21,16.0,24.0,764.0,582.0,0.0,0,64,112.48,61.53,2021-08-15 18:42:00,0
24.15,13.55,3.85,-12.25,-39.75,14.45,18.78,5.37,-11.03,24.58,-4.6,8.45,-22.5,10.25,14.45,5.0,13.04,13.6,16.28,19.92,10.86,110.95,47.56,49.39,-1.83,-241.24,110.05,2186.94,14.45,-8.44,19.3,5.37,9.7,8.45,24.58,11.13,-12.96,39.12,-24.92,36.43,-193.68,10.25,18.7,-8.97,-20.1,10.0,0.8,0.0,245.5,6.4,-0.05,-0.02,-0.06,-0.1,-0.02,4.24,3.61,0.58,-0.06,-3.0,-6.0,13.0,-1.0,13.0,-4.0,16.0,-6.0,3.0,4.0,-0.02,-0.1,4.0,952.0,2140.0,0.01,82.0,9.0,1016.0,0.0,0.0,0.16,0.49,0.09,0.13,8.0,12.0,720.0,326.0,0.0,1,64,90.52,58.31,2021-08-16 08:45:00,0
16.85,8.95,1.25,-15.35,-36.85,9.05,14.31,2.54,-3.27,12.22,-0.36,1.61,-27.95,12.6,9.05,3.16,8.06,12.17,17.69,53.15,7.68,150.05,40.51,47.33,-6.82,-236.12,124.65,2732.59,9.05,-4.86,12.95,2.54,7.8,1.61,12.22,3.35,-10.17,43.06,-21.01,37.16,-195.61,12.6,14.21,-20.14,-23.49,8.0,2.6,0.0,13.1,13.6,-0.19,-0.39,0.02,-0.39,-0.24,35.61,12.08,0.18,0.86,12.0,40.0,8.0,1.0,12.0,2.0,13.0,40.0,3.0,1.0,0.02,-0.39,6.0,1577.0,2050.0,0.01,100.0,100.0,1014.0,1930.0,2570.0,0.61,0.62,0.19,0.42,20.0,21.0,1162.0,518.0,0.0,1,64,82.04,56.17,2021-08-16 09:29:00,0
14.35,7.95,-0.35,-14.35,-42.05,13.45,14.19,0.16,7.95,-0.0,-1.79,1.44,-19.47,5.12,13.45,2.24,9.22,9.22,9.49,10.44,7.87,221.65,41.29,49.18,-7.89,-237.51,135.65,2947.24,13.45,-0.35,13.9,0.16,0.9,1.44,-0.0,-2.2,-5.69,48.5,-15.42,43.49,-196.22,5.12,6.55,-12.18,-9.98,10.0,4.7,35.6,0.1,42.3,-0.18,-0.42,-1.08,-0.65,-0.06,1.0,5.0,-0.99,-0.44,-3.0,-3.0,9.0,2.0,9.0,-2.0,9.0,-3.0,2.0,1.0,-0.06,-1.08,5.0,465.0,550.0,0.01,100.0,100.0,1012.0,510.0,2220.0,0.25,0.59,0.13,0.27,14.0,18.0,963.0,513.0,5.699999999999999,1,64,89.37,61.01,2021-08-16 09:37:00,0
14.35,7.95,-0.35,-14.35,-42.05,13.45,14.19,0.16,7.95,-0.0,-1.79,1.44,-19.47,5.12,13.45,2.24,9.22,9.22,9.49,10.44,7.87,221.65,41.29,49.18,-7.89,-237.51,135.65,2947.24,13.45,-0.35,13.9,0.16,0.9,1.44,-0.0,-2.2,-5.69,48.5,-15.42,43.49,-196.22,5.12,6.55,-12.18,-9.98,10.0,4.7,35.6,0.1,42.3,-0.18,-0.42,-1.08,-0.65,-0.06,1.0,5.0,-0.99,-0.44,-3.0,-3.0,9.0,2.0,9.0,-2.0,9.0,-3.0,2.0,1.0,-0.06,-1.08,5.0,465.0,550.0,0.01,100.0,100.0,1012.0,510.0,2220.0,0.25,0.59,0.13,0.27,14.0,18.0,963.0,513.0,5.699999999999999,1,64,89.37,61.01,2021-08-16 09:38:00,0
12.35,3.35,0.55,-12.05,-40.35,8.05,10.07,2.28,-13.41,16.76,-25.56,26.11,-24.36,12.31,8.05,1.0,2.0,3.61,8.54,11.05,2.21,128.85,29.03,45.99,-16.96,-225.76,113.45,2390.01,8.05,-7.83,10.2,2.28,4.3,26.11,16.76,-5.1,-11.86,28.32,-32.94,34.13,-196.73,12.31,38.42,-26.52,-21.42,3.0,13.6,0.0,11.4,6.3,0.01,0.11,0.11,0.19,0.2,5.0,6.71,-0.95,0.15,-8.0,-11.0,0.0,-2.0,2.0,-3.0,3.0,-11.0,-1.0,0.0,0.2,0.01,9.0,10.0,22700.0,0.01,5.0,5.0,1010.0,0.0,0.0,0.6,0.84,0.24,0.33,6.0,7.0,870.0,410.0,0.0,1,64,66.28,66.22,2021-08-16 13:24:00,0
20.15,14.95,2.95,-12.05,-40.35,10.75,12.13,8.02,-2.04,16.99,-14.2,17.15,-21.54,9.49,10.75,2.24,4.24,7.21,6.32,17.12,10.94,115.05,47.34,47.21,0.12,-242.17,99.05,1656.79,10.75,-5.54,15.45,8.02,9.4,17.15,16.99,9.72,-9.6,42.85,-26.17,37.61,-194.83,9.49,26.64,-8.36,-18.08,5.0,7.1,0.0,0.0,0.0,0.16,0.13,-0.07,-0.09,-0.04,11.0,5.83,0.75,-0.95,-6.0,-17.0,3.0,-3.0,4.0,-6.0,-2.0,-17.0,-1.0,2.0,0.16,-0.09,8.0,256.0,22700.0,0.01,38.0,0.0,1019.0,0.0,0.0,0.32,0.5,0.11,0.36,6.0,25.0,843.0,837.0,0.0,0,64,84.09,55.09,2021-08-16 22:52:00,0
15.15,6.65,-2.15,-16.45,-43.75,9.55,12.46,2.69,-1.26,7.91,-4.8,2.65,-21.3,4.85,9.55,1.41,5.0,6.4,2.24,2.24,5.31,166.25,35.29,44.96,-9.66,-231.23,123.55,2477.57,9.55,-6.11,12.35,2.69,5.6,2.65,7.91,1.39,-11.05,42.34,-23.88,33.91,-195.93,4.85,7.5,-15.68,-17.07,5.0,5.0,0.0,30.6,257.5,0.09,0.21,0.04,-0.07,0.0,3.16,4.47,-0.89,-0.57,1.0,2.0,4.0,-3.0,5.0,-4.0,2.0,2.0,1.0,-1.0,0.21,-0.07,4.0,1129.0,1870.0,0.01,100.0,100.0,1008.0,1180.0,3030.0,0.79,0.84,0.4,0.4,10.0,16.0,927.0,249.0,0.0,1,64,61.31,64.46,2021-08-17 07:14:00,0
25.75,10.95,1.55,-13.85,-41.55,11.95,19.62,6.13,7.82,3.13,-11.9,13.45,-22.94,9.09,11.95,7.28,10.2,7.07,17.0,23.09,7.89,173.25,40.67,45.43,-4.76,-233.87,107.65,2219.67,11.95,-0.02,18.85,6.13,13.8,13.45,3.13,-3.63,-1.12,46.45,-20.59,44.31,-193.2,9.09,22.54,-13.28,-9.65,12.0,1.7,108.4,43.1,8.4,-0.19,-0.28,0.08,-0.11,-0.07,6.32,7.28,-0.97,0.95,0.0,-2.0,10.0,-2.0,7.0,-1.0,17.0,-2.0,7.0,2.0,0.08,-0.28,5.0,1967.0,2660.0,0.01,100.0,0.0,1013.0,1570.0,2660.0,0.63,0.63,0.15,0.82,11.0,12.0,1048.0,958.0,0.0,1,64,65.33,61.14,2021-08-17 08:51:00,0
21.95,9.05,2.55,-13.55,-41.15,11.35,16.44,5.51,-15.43,24.48,-7.89,10.44,-19.07,5.52,11.35,2.24,3.61,6.71,10.0,13.6,6.3,107.05,37.32,46.67,-9.35,-231.63,107.15,2079.2,11.35,-9.69,16.65,5.51,10.6,10.44,24.48,2.62,-11.96,32.81,-28.46,34.71,-194.31,5.52,15.96,-17.45,-20.07,6.0,4.4,249.8,365.6,496.7,-0.12,-0.12,0.03,0.04,0.12,5.39,6.4,0.79,0.04,-8.0,-13.0,2.0,-3.0,3.0,-6.0,6.0,-13.0,1.0,-2.0,0.12,-0.12,8.0,1659.0,22700.0,0.01,32.0,6.0,1017.0,1690.0,2420.0,0.33,0.62,0.21,0.53,15.0,10.0,1022.0,819.0,0.0,1,64,65.41,58.29,2021-08-17 09:44:00,0
26.55,12.95,2.85,-13.65,-41.95,13.75,19.42,7.13,-4.66,17.61,-13.0,15.85,-26.11,12.46,13.75,3.16,9.22,13.04,16.97,26.91,9.39,117.75,43.9,45.21,-1.31,-236.96,105.25,2119.72,13.75,-5.96,20.15,7.13,12.8,15.85,17.61,6.69,-8.0,41.52,-27.53,37.21,-193.07,12.46,28.31,-9.34,-16.02,8.0,-0.6,0.0,557.6,107.3,0.01,0.1,0.05,0.24,0.01,10.0,7.81,-0.13,0.95,-12.0,-18.0,6.0,-7.0,11.0,-7.0,12.0,-18.0,1.0,-3.0,0.24,0.01,1.0,2250.0,22700.0,0.01,1.0,0.0,1017.0,0.0,0.0,0.3,0.1,0.24,0.22,11.0,16.0,1027.0,997.0,0.0,1,64,66.29,58.23,2021-08-17 09:53:00,0
11.35,5.15,-0.15,-16.25,-44.55,7.75,10.73,0.62,1.09,4.06,-4.77,4.62,-21.11,4.86,7.75,2.24,5.0,6.0,9.06,10.44,4.84,192.55,34.38,44.47,-10.09,-231.42,133.65,2900.99,7.75,-2.18,9.55,0.62,3.6,4.62,4.06,-5.7,-4.38,43.28,-20.74,40.08,-197.04,4.86,9.47,-15.42,-9.71,4.0,8.6,0.0,208.3,3.5,-0.08,0.01,0.1,0.04,0.04,4.12,4.12,-0.87,-0.06,1.0,-3.0,5.0,0.0,6.0,0.0,9.0,-3.0,2.0,1.0,0.1,-0.08,5.0,587.0,1330.0,0.01,100.0,85.0,1012.0,1100.0,1330.0,1.41,1.78,0.46,0.43,7.0,18.0,1029.0,200.0,0.0,1,64,74.05,67.41,2021-08-17 10:31:00,0
15.15,7.85,-0.95,-17.55,-42.65,13.35,14.84,0.31,4.44,3.41,-7.73,6.78,-28.41,10.86,13.35,1.41,10.2,9.22,12.17,27.73,7.69,203.35,40.84,41.71,-0.87,-236.82,140.95,3225.36,13.35,-2.66,14.25,0.31,1.8,6.78,3.41,1.76,-2.63,49.69,-23.59,39.08,-195.98,10.86,17.64,-11.44,-13.2,8.0,-0.4,0.0,124.8,234.5,-0.1,-0.14,-0.01,0.04,0.13,16.4,2.0,0.45,0.96,2.0,12.0,10.0,2.0,9.0,2.0,12.0,12.0,1.0,1.0,0.13,-0.14,6.0,597.0,1160.0,0.01,100.0,100.0,1011.0,1440.0,8470.0,0.28,0.5,0.11,0.29,6.0,6.0,1047.0,282.0,0.10000000000000009,1,64,71.18,60.32,2021-08-17 11:28:00,0
19.05,9.35,1.95,-13.75,-41.05,15.15,5.49,13.56,-7.34,16.69,-5.9,7.85,-19.44,5.69,15.15,1.41,3.16,7.21,10.63,12.73,2.57,92.15,31.22,47.23,-16.01,-226.28,77.85,1214.01,15.15,-6.4,17.1,13.56,3.9,7.85,16.69,-5.01,-11.0,30.66,-24.07,36.23,-195.07,5.69,13.54,-23.69,-18.68,6.0,2.2,11.1,594.5,130.0,0.19,0.06,0.06,0.05,-0.01,2.24,7.81,0.62,0.69,-8.0,-9.0,1.0,-3.0,4.0,-6.0,7.0,-9.0,1.0,-1.0,0.19,-0.01,11.0,176.0,22700.0,0.01,16.0,0.0,1017.0,1200.0,1550.0,0.23,0.28,0.19,0.31,4.0,15.0,1024.0,944.0,0.0,1,64,65.28,59.29,2021-08-17 12:02:00,0
22.75,10.65,0.15,-13.25,-41.35,15.25,16.53,6.22,6.21,4.44,-14.96,15.11,-18.06,4.81,15.25,2.24,7.0,8.25,14.87,18.11,7.54,165.75,39.93,45.92,-6.0,-233.96,105.15,2111.77,15.25,-2.07,19.0,6.22,7.5,15.11,4.44,-0.42,-5.58,44.62,-22.88,40.34,-194.03,4.81,19.92,-14.61,-14.19,7.0,0.9,91.6,109.9,378.9,0.03,-0.07,0.17,-0.15,-0.05,5.0,8.6,-0.68,0.72,-5.0,-2.0,7.0,0.0,8.0,-2.0,14.0,-2.0,1.0,2.0,0.17,-0.15,5.0,779.0,8380.0,0.01,96.0,15.0,1015.0,1350.0,3450.0,0.22,0.34,0.22,0.29,5.0,8.0,1111.0,329.0,0.0,1,64,70.1,60.14,2021-08-17 12:00:00,0
16.55,9.45,-0.55,-15.85,-39.75,15.05,14.2,2.35,5.81,3.64,-20.16,19.61,-32.63,16.78,15.05,1.0,6.0,7.62,11.4,32.8,8.27,189.85,41.9,41.63,0.27,-237.55,127.15,2612.11,15.05,-2.37,15.8,2.35,1.5,19.61,3.64,2.24,-1.97,48.85,-28.03,39.66,-195.65,16.78,36.39,-14.37,-16.61,10.0,-0.5,0.0,156.0,0.0,0.01,0.19,0.05,-0.01,-0.03,22.67,5.83,0.32,-0.44,3.0,20.0,6.0,0.0,7.0,3.0,11.0,20.0,1.0,0.0,0.19,-0.03,1.0,346.0,22700.0,0.01,16.0,11.0,1013.0,780.0,7810.0,0.45,0.47,0.68,0.68,5.0,13.0,994.0,951.0,0.0,1,64,66.17,57.44,2021-08-17 12:52:00,0
