T2m,T850,T700,T500,T300,TD2m,Td_850,dTd_850,Td_700,dTd_700,Td_500,dTd_500,Td_300,dTd_300,Td2m,Wpow_10m,WpoW_850,WpoW_700,Wpow_500,Wpow_300,Tsm8,Vaiting,Tps8,Tps5,Tps850-Tps500,Tps0-Tps850,Total,sweat,Td0,Tsm7,Tsm0,dTd8,dTd0,dTd5,dTd7,TPS8-TPS7,TPS7-TPS5,Jefferson,TSM7+TSM5,Tps7,Tps0,dTd3,dTd300+dTd500,Tps850-TPS300,Tps700-TPS300,GUST,LF,CAPE0,CAPE250,CAPE90,VVEL925,VVEL850,VVEL700,VVEL500,VVEL300,dV3-5,dV5-8,dDIR3-5,dDIR5-8,U300,V300,U850,V850,U700,V700,U500,V500,U10,V10,maxVevel,minVevel,Si,HPBL,CEILING,AbsHumid,CLCT,CLCL,PMSL,Hbottom-low,Hbase-top,gradT0,gradT0*2,gradTd0*2,gradTd0,Lapl_PRMSL125,Lapl_PRMSL1.0,ClH200,ClH100,TotPrec,Nighttime,TunderYN,Longitude,Latitude,Eventtime,Station
18.45,8.15,1.45,-14.05,-41.55,13.05,15.13,3.32,-10.2,18.35,-14.64,16.09,-22.19,8.14,13.05,2.83,6.4,10.05,12.21,15.65,6.49,127.75,37.8,44.6,-6.81,-233.01,117.25,2349.24,13.05,-7.73,15.75,3.32,5.4,16.09,18.35,2.91,-9.71,36.7,-29.82,34.89,-195.21,8.14,24.22,-16.21,-19.12,5.0,4.1,868.1,103.2,2.1,0.0,-0.26,0.4,0.01,0.0,4.0,5.83,0.84,-0.5,-10.0,-14.0,4.0,-5.0,1.0,-10.0,7.0,-14.0,-2.0,-2.0,0.4,-0.26,7.0,610.0,22700.0,0.01,19.0,19.0,1016.0,1220.0,3130.0,0.28,0.29,0.31,0.16,10.0,11.0,1024.0,398.0,0.0,1,64,67.13,58.17,2021-08-17 13:05:00,0
19.35,10.05,2.55,-14.45,-42.75,15.65,12.83,6.52,-4.71,14.76,-11.72,14.27,-19.04,4.59,15.65,1.41,8.6,16.97,21.26,36.88,6.79,122.95,38.34,44.39,-6.05,-233.35,104.95,1931.45,15.65,-4.83,17.5,6.52,3.7,14.27,14.76,0.36,-6.41,39.4,-26.41,37.98,-195.0,4.59,18.85,-14.13,-14.49,5.0,-0.1,0.0,11.4,74.5,-0.06,0.03,0.27,-0.1,-0.21,16.12,13.04,0.94,-0.65,-14.0,-28.0,5.0,-7.0,12.0,-12.0,16.0,-28.0,1.0,-1.0,0.27,-0.21,2.0,34.0,8430.0,0.01,98.0,0.0,1018.0,0.0,0.0,0.12,0.15,0.2,0.24,10.0,11.0,311.0,196.0,0.0,1,64,71.06,59.35,2021-08-17 15:16:00,0
8.85,7.25,-1.25,-15.85,-39.85,7.95,8.7,0.15,5.07,2.18,-14.06,12.81,-27.16,11.31,7.95,3.16,12.81,11.4,13.6,38.91,7.18,209.35,39.65,42.7,-3.05,-237.38,137.95,3123.0,7.95,-2.34,8.4,0.15,0.9,12.81,2.18,0.11,-3.16,47.73,-24.6,39.54,-197.73,11.31,24.12,-16.68,-16.79,9.0,5.0,0.0,8.4,0.0,0.0,0.06,0.24,-0.08,0.2,25.55,5.0,-0.58,0.42,4.0,17.0,10.0,8.0,11.0,3.0,13.0,17.0,1.0,3.0,0.24,-0.08,6.0,704.0,1580.0,0.01,100.0,100.0,1013.0,0.0,0.0,0.16,0.22,0.16,0.13,5.0,8.0,292.0,292.0,0.0,1,64,74.29,59.2,2021-08-17 15:22:00,0
21.75,11.25,1.45,-15.55,-44.65,16.15,17.12,4.63,-7.06,18.31,-11.31,12.76,-21.34,5.79,16.15,2.83,6.71,16.64,24.7,34.41,8.93,127.35,43.13,43.14,-0.0,-237.45,117.35,2336.15,16.15,-7.71,18.95,4.63,5.6,12.76,18.31,8.23,-8.23,42.32,-29.64,34.9,-194.32,5.79,18.55,-6.46,-14.69,8.0,-2.4,0.0,188.9,46.5,0.2,-0.15,-0.2,0.06,-0.07,9.9,19.31,-0.59,-0.26,-13.0,-20.0,3.0,-6.0,14.0,-9.0,21.0,-20.0,2.0,-2.0,0.2,-0.2,2.0,474.0,7070.0,0.01,61.0,0.0,1016.0,950.0,1260.0,0.18,0.18,0.1,0.28,4.0,15.0,647.0,393.0,0.0,1,64,69.36,59.49,2021-08-17 15:22:00,0
13.85,9.15,0.45,-15.15,-42.05,13.15,8.26,5.59,3.97,5.18,-10.09,10.54,-19.88,4.73,13.15,1.41,5.39,4.47,10.3,15.52,6.35,162.85,37.44,44.24,-6.8,-233.88,108.45,1960.12,13.15,-2.14,13.5,5.59,0.7,10.54,5.18,-2.88,-3.93,44.16,-22.56,40.32,-196.44,4.73,15.27,-16.06,-13.18,4.0,5.2,0.0,17.7,0.0,0.07,0.13,0.06,0.0,-0.04,6.08,7.0,-1.0,-0.99,-5.0,-4.0,2.0,-5.0,4.0,-2.0,9.0,-4.0,1.0,1.0,0.13,-0.04,4.0,114.0,8410.0,0.01,86.0,0.0,1016.0,0.0,0.0,0.26,0.34,0.31,0.27,5.0,11.0,826.0,257.0,0.0,1,64,71.44,61.53,2021-08-17 15:45:00,0
18.05,11.05,1.35,-13.55,-41.55,14.55,12.71,5.34,1.83,9.22,-8.18,9.53,-18.17,4.62,14.55,2.24,5.39,6.32,14.32,17.0,8.38,147.25,41.81,46.96,-5.15,-237.12,109.15,2164.95,14.55,-3.26,16.3,5.34,3.5,9.53,9.22,2.74,-7.89,43.94,-21.57,39.06,-195.31,4.62,14.16,-12.44,-15.19,4.0,3.4,0.0,101.1,16.1,0.03,-0.1,-0.06,0.05,-0.04,4.24,9.06,0.45,0.28,-3.0,0.0,5.0,-2.0,6.0,-2.0,14.0,0.0,1.0,2.0,0.05,-0.1,4.0,177.0,8380.0,0.01,94.0,1.0,1016.0,0.0,0.0,0.13,0.21,0.27,0.29,5.0,11.0,647.0,57.0,0.0,0,64,70.38,59.39,2021-08-17 16:58:00,0
20.15,10.05,-0.75,-18.65,-45.25,13.45,15.78,4.37,4.41,5.64,-3.6,2.85,-23.4,4.75,13.45,3.0,9.06,16.12,20.02,33.53,7.87,173.45,40.75,41.31,-0.56,-235.39,123.35,2472.73,13.45,-3.57,16.8,4.37,6.7,2.85,5.64,2.99,-3.55,49.97,-23.64,37.76,-194.65,4.75,7.6,-8.03,-11.02,8.0,-1.9,0.0,19.4,239.3,0.11,-0.02,-0.08,-0.07,-0.05,15.0,11.18,-0.94,-0.22,1.0,10.0,9.0,-1.0,16.0,-2.0,20.0,10.0,3.0,0.0,0.11,-0.08,1.0,615.0,2690.0,0.01,100.0,0.0,1011.0,0.0,0.0,0.27,0.44,0.27,0.38,6.0,9.0,826.0,257.0,0.0,0,64,71.59,62.25,2021-08-17 16:59:00,0
12.95,6.65,-1.75,-17.45,-44.95,12.15,11.84,1.11,1.96,4.69,-6.12,4.37,-23.33,5.88,12.15,2.83,12.04,8.54,9.22,8.54,6.1,190.85,37.09,42.65,-5.56,-233.58,134.55,2794.1,12.15,-4.09,12.55,1.11,0.8,4.37,4.69,0.46,-6.03,46.28,-23.73,36.62,-196.49,5.88,10.25,-12.07,-12.53,6.0,3.9,0.0,1.7,5.0,0.09,0.04,-0.04,0.08,-0.01,1.41,3.16,-0.99,-1.0,2.0,3.0,12.0,1.0,8.0,3.0,9.0,3.0,2.0,2.0,0.09,-0.04,0.0,606.0,1190.0,0.01,100.0,71.0,1007.0,1750.0,2170.0,0.14,0.29,0.23,0.35,5.0,12.0,293.0,293.0,0.10000000000000009,0,64,73.2,62.08,2021-08-17 17:00:00,0
14.25,6.85,-0.95,-16.55,-44.15,13.65,11.94,2.31,-1.32,8.17,-14.82,13.87,-30.74,14.19,13.65,1.41,5.66,7.0,11.7,17.8,5.69,166.35,36.13,41.51,-5.38,-232.42,125.95,2656.49,13.65,-5.03,13.95,2.31,0.6,13.87,8.17,0.37,-5.74,42.96,-28.52,35.77,-196.29,14.19,28.06,-13.89,-14.25,3.0,1.9,0.0,0.0,44.6,-0.04,-0.13,-0.09,-0.04,0.09,10.0,7.0,0.43,0.12,-4.0,-14.0,4.0,-4.0,7.0,0.0,11.0,-14.0,1.0,-1.0,0.09,-0.13,5.0,252.0,1940.0,0.01,100.0,100.0,1014.0,1810.0,2870.0,0.16,0.32,0.1,0.19,11.0,11.0,394.0,125.0,0.0,0,64,72.59,58.05,2021-08-17 17:27:00,0
16.75,11.15,0.55,-15.15,-42.25,14.35,11.88,4.87,9.57,1.58,-2.16,2.71,-20.05,4.9,14.35,3.16,8.0,7.62,16.03,24.19,8.72,188.75,42.61,47.11,-4.5,-238.23,114.45,2326.71,14.35,-0.24,15.55,4.87,2.4,2.71,1.58,-1.16,-3.35,49.92,-16.75,43.77,-195.62,4.9,7.62,-10.58,-9.42,6.0,3.0,0.0,36.4,0.0,-0.31,-0.42,-0.13,-0.11,0.04,8.25,8.06,0.4,0.42,1.0,3.0,8.0,0.0,7.0,-3.0,16.0,3.0,1.0,3.0,0.04,-0.42,9.0,178.0,5870.0,0.01,100.0,0.0,1014.0,0.0,0.0,0.16,0.15,0.19,0.33,7.0,14.0,387.0,285.0,1.1,0,64,78.53,60.25,2021-08-17 18:21:00,0
17.95,10.65,3.45,-13.05,-41.25,13.35,14.25,3.7,-10.19,20.84,-12.48,15.93,-27.68,14.63,13.35,1.41,4.0,3.61,4.12,7.21,8.8,121.25,42.94,46.04,-3.1,-238.31,115.75,2456.61,13.35,-6.97,15.65,3.7,4.6,15.93,20.84,6.01,-9.1,38.33,-27.98,36.94,-195.37,14.63,30.56,-11.23,-17.24,2.0,4.6,0.0,154.3,0.0,0.07,0.07,-0.01,0.02,-0.1,5.0,1.0,-0.99,0.99,-1.0,-6.0,4.0,0.0,3.0,-2.0,4.0,-6.0,-1.0,1.0,0.07,-0.1,10.0,34.0,22700.0,0.01,11.0,1.0,1017.0,0.0,0.0,0.26,0.37,0.13,0.26,11.0,20.0,1017.0,695.0,0.0,0,64,69.48,56.01,2021-08-17 19:49:00,0
9.25,10.95,1.05,-10.55,-34.75,7.55,5.61,3.64,3.25,7.7,-0.87,1.92,-16.79,6.24,7.55,1.0,2.24,2.0,17.69,24.41,9.13,157.45,43.72,55.92,-12.2,-241.35,110.05,2139.33,7.55,-2.8,8.4,3.64,1.7,1.92,7.7,4.18,-16.37,42.96,-14.31,39.55,-197.62,6.24,8.16,-20.66,-24.84,2.0,11.6,0.0,104.4,0.0,-0.01,-0.05,0.16,0.08,0.03,7.28,18.6,0.99,-0.7,12.0,14.0,-2.0,1.0,2.0,0.0,13.0,14.0,0.0,-1.0,0.16,-0.05,7.0,31.0,5860.0,0.01,100.0,0.0,1013.0,0.0,0.0,0.05,0.17,0.07,0.07,8.0,19.0,1060.0,1060.0,0.0,0,64,70.5,55.34,2021-08-17 20:32:00,0
13.35,7.65,-1.25,-16.35,-42.15,13.25,10.7,2.65,0.83,6.82,-16.99,15.74,-36.26,19.91,13.25,1.0,5.39,8.06,11.4,16.49,6.33,171.25,37.48,41.48,-3.99,-233.99,124.35,2551.83,13.25,-4.66,13.3,2.65,0.1,15.74,6.82,1.4,-5.4,44.49,-28.88,36.08,-196.51,19.91,35.64,-15.29,-16.7,2.0,2.0,0.0,0.0,138.4,0.04,0.17,0.01,0.15,0.23,5.1,6.08,-0.94,-0.26,-3.0,-4.0,5.0,-2.0,8.0,1.0,11.0,-4.0,1.0,0.0,0.23,0.01,0.0,172.0,430.0,0.01,100.0,100.0,1013.0,0.0,0.0,0.17,0.2,0.35,0.39,11.0,18.0,1060.0,954.0,0.0,0,64,69.25,57.06,2021-08-17 20:58:00,0
8.65,9.05,-0.15,-10.35,-35.35,7.75,7.26,1.39,8.6,0.45,-1.29,1.14,-14.41,4.06,7.75,1.0,1.0,5.66,18.38,29.53,8.36,207.55,42.24,56.89,-14.65,-239.98,120.75,2603.82,7.75,-0.38,8.2,1.39,0.9,1.14,0.45,-1.2,-13.45,45.08,-11.3,43.44,-197.74,4.06,5.2,-21.53,-20.32,2.0,8.6,0.0,29.9,0.0,-0.04,-0.05,-0.01,-0.38,-0.29,13.04,19.1,0.84,0.09,13.0,26.0,-1.0,0.0,-4.0,4.0,13.0,26.0,0.0,-1.0,-0.01,-0.38,4.0,101.0,2150.0,0.01,100.0,100.0,1011.0,2400.0,4090.0,0.13,0.31,0.15,0.13,9.0,19.0,684.0,147.0,11.0,0,64,72.03,55.2,2021-08-17 22:42:00,0
18.15,9.95,-0.05,-17.15,-44.95,15.15,15.4,2.75,9.8,0.15,-4.86,4.81,-22.14,4.99,15.15,2.24,12.08,12.17,14.32,25.5,8.57,210.15,42.55,42.97,-0.42,-237.63,128.25,2654.32,15.15,-0.13,16.65,2.75,3.0,4.81,0.15,-1.43,1.01,52.4,-19.68,43.98,-195.08,4.99,9.8,-6.65,-5.22,9.0,-1.5,0.0,32.6,3.3,0.26,0.18,-0.06,-0.17,-0.09,12.53,2.24,0.97,-0.33,6.0,17.0,11.0,5.0,12.0,2.0,13.0,17.0,2.0,1.0,0.26,-0.17,7.0,612.0,2080.0,0.01,100.0,34.0,1007.0,2560.0,7730.0,0.16,0.2,0.23,0.33,21.0,20.0,1005.0,365.0,0.30000000000000004,1,64,74.43,59.52,2021-08-18 11:12:00,0
9.35,8.55,2.85,-10.75,-37.05,9.15,9.2,0.15,8.4,0.15,1.53,1.32,-15.14,4.39,9.15,1.41,2.24,8.54,14.14,19.42,8.48,214.45,42.75,55.97,-13.22,-240.17,129.05,2976.07,9.15,2.78,9.25,0.15,0.2,1.32,0.15,-7.8,-5.42,45.83,-8.64,50.55,-197.42,4.39,5.71,-18.34,-10.54,4.0,7.9,0.0,28.3,117.3,-0.06,-0.09,-0.05,0.03,-0.16,7.81,15.0,0.92,1.0,14.0,19.0,-2.0,-1.0,3.0,8.0,-2.0,19.0,-1.0,-1.0,0.03,-0.16,6.0,231.0,1280.0,0.01,100.0,100.0,1005.0,1290.0,1530.0,0.18,0.2,0.13,0.27,17.0,18.0,970.0,550.0,7.699999999999999,0,64,85.43,56.56,2021-08-18 16:45:00,0
12.85,5.95,-1.95,-16.55,-45.45,11.35,8.92,3.93,-3.68,9.63,-18.01,16.06,-23.66,7.11,11.35,1.41,10.2,10.63,13.04,18.03,3.98,151.45,32.59,41.15,-8.56,-229.31,116.05,2264.64,11.35,-6.76,12.1,3.93,1.5,16.06,9.63,-0.74,-7.82,39.36,-31.34,33.33,-196.71,7.11,23.17,-15.78,-15.04,4.0,6.5,0.0,10.0,27.8,0.23,0.08,-0.09,0.04,0.09,9.22,5.1,-0.85,-0.74,-11.0,-18.0,2.0,-10.0,7.0,-8.0,7.0,-18.0,1.0,-1.0,0.23,-0.09,4.0,68.0,22700.0,0.01,2.0,0.0,1016.0,0.0,0.0,0.12,0.2,0.09,0.26,10.0,15.0,1040.0,883.0,0.0,0,64,87.11,57.48,2021-08-18 21:12:00,0
19.45,17.65,4.35,-10.25,-38.15,15.85,3.98,15.47,13.96,3.69,-13.46,17.81,-19.89,9.64,15.85,2.0,4.24,4.0,6.32,2.24,9.92,138.55,44.84,49.64,-4.8,-239.77,74.15,1060.52,15.85,2.5,17.65,15.47,3.6,17.81,3.69,-4.89,0.08,45.98,-16.65,49.72,-194.93,9.64,27.45,-14.09,-9.2,3.0,3.3,0.0,5.9,0.0,0.03,0.06,-0.01,0.13,0.02,5.0,5.83,0.85,0.57,-2.0,-2.0,3.0,3.0,4.0,0.0,6.0,-2.0,0.0,2.0,0.13,-0.01,5.0,114.0,22700.0,0.01,11.0,0.0,1016.0,0.0,0.0,0.13,0.08,0.04,0.08,12.0,19.0,1040.0,979.0,0.0,0,64,85.27,57.44,2021-08-18 21:54:00,0
8.85,9.25,-1.35,-16.05,-39.95,7.15,6.47,2.38,8.95,0.3,-3.23,1.88,-21.09,5.04,7.15,2.24,2.83,11.0,6.08,14.56,8.06,209.65,41.4,45.99,-4.59,-238.96,126.35,2705.43,7.15,-1.5,8.0,2.38,1.7,1.88,0.3,0.32,-4.92,50.36,-18.49,41.07,-197.56,5.04,6.92,-15.21,-15.53,5.0,2.4,0.3,4.1,54.4,-0.13,-0.04,-0.05,-0.27,-0.24,20.22,5.0,-0.61,0.72,-6.0,14.0,2.0,-2.0,0.0,-11.0,-1.0,14.0,1.0,-2.0,-0.04,-0.27,2.0,682.0,2010.0,0.01,100.0,100.0,1005.0,0.0,0.0,0.18,0.35,0.12,0.32,15.0,19.0,882.0,25.0,2.4,1,64,83.48,56.3,2021-08-19 01:01:00,0
19.15,15.55,1.95,-13.75,-40.95,15.05,10.94,8.21,10.31,5.24,-7.9,9.85,-19.07,5.32,15.05,1.0,2.24,11.7,14.0,26.08,11.45,157.35,48.48,46.55,1.93,-243.54,102.05,1712.11,15.05,-0.67,17.1,8.21,4.1,9.85,5.24,5.32,-3.38,51.27,-19.34,43.16,-195.06,5.32,15.17,-6.61,-11.92,2.0,1.7,0.0,0.0,0.0,-0.11,-0.17,0.06,-0.11,-0.07,16.12,13.15,0.87,-0.95,-14.0,-22.0,2.0,-1.0,4.0,-11.0,0.0,-22.0,-1.0,0.0,0.06,-0.17,4.0,34.0,7100.0,0.01,100.0,0.0,1018.0,0.0,0.0,0.27,0.34,0.28,0.34,16.0,19.0,882.0,46.0,0.0,1,64,84.42,54.34,2021-08-19 01:48:00,0
20.95,11.05,1.05,-16.15,-42.25,11.95,13.39,7.56,5.16,5.89,-2.35,3.4,-20.67,4.52,11.95,2.0,3.0,5.83,11.05,16.03,7.27,155.15,39.33,45.12,-5.8,-233.79,105.35,1819.33,11.95,-1.9,16.45,7.56,9.0,3.4,5.89,-1.56,-4.24,46.34,-19.75,40.89,-194.46,4.52,7.92,-13.89,-12.33,3.0,0.2,128.9,136.6,23.5,0.05,-0.02,-0.05,-0.08,-0.17,5.39,8.06,-0.61,-0.89,-1.0,1.0,3.0,0.0,3.0,-5.0,11.0,1.0,2.0,0.0,0.05,-0.17,4.0,465.0,5450.0,0.01,100.0,0.0,1012.0,0.0,0.0,0.21,0.74,0.16,0.24,13.0,19.0,766.0,677.0,0.7,1,64,85.08,53.25,2021-08-19 02:49:00,0
18.25,15.05,4.65,-10.95,-39.35,13.55,7.05,11.2,-1.95,17.0,-12.29,16.94,-16.41,5.46,13.55,0.0,2.83,7.28,11.05,15.3,9.45,100.35,43.83,48.82,-4.99,-239.14,84.95,1460.9,13.55,-3.85,15.9,11.2,4.7,16.94,17.0,3.61,-8.6,39.24,-23.27,40.23,-195.31,5.46,22.4,-13.64,-17.24,2.0,6.4,0.0,27.3,0.0,0.16,0.17,0.21,0.17,0.1,5.66,9.06,0.87,0.86,-11.0,-15.0,2.0,-2.0,2.0,-7.0,1.0,-15.0,0.0,0.0,0.21,0.1,5.0,68.0,7760.0,0.01,80.0,0.0,1018.0,0.0,0.0,0.13,0.3,0.14,0.14,12.0,25.0,754.0,467.0,0.0,1,64,88.12,56.2,2021-08-19 03:04:00,0
8.55,8.65,-0.95,-17.45,-40.85,7.35,7.32,1.23,6.77,1.88,-3.79,2.84,-36.01,18.56,7.35,4.24,5.66,9.22,4.47,6.32,8.04,207.05,41.51,43.24,-1.73,-239.15,135.55,2841.22,7.35,-1.89,7.95,1.23,1.2,2.84,1.88,1.11,-2.83,50.93,-20.76,40.4,-197.64,18.56,21.4,-13.14,-14.25,10.0,1.0,0.0,0.0,24.4,-0.11,-0.16,0.19,-0.17,-0.09,10.77,2.0,-0.79,-0.4,-4.0,6.0,4.0,-4.0,2.0,-9.0,2.0,6.0,3.0,-3.0,0.19,-0.17,9.0,847.0,1670.0,0.01,100.0,100.0,1005.0,1630.0,3750.0,0.54,0.62,0.14,0.37,10.0,25.0,570.0,261.0,0.3,1,64,90.34,56.16,2021-08-19 04:38:00,0
17.25,11.35,2.75,-12.45,-38.65,14.15,15.24,2.01,10.1,1.25,0.32,2.43,-20.93,8.48,14.15,1.41,7.81,13.93,15.65,26.48,10.35,201.05,46.98,52.01,-5.04,-242.51,124.25,2523.83,14.15,2.12,15.7,2.01,3.1,2.43,1.25,-1.97,-3.07,50.12,-11.54,48.95,-195.53,8.48,10.92,-11.28,-9.32,5.0,4.2,115.1,75.1,35.9,-0.13,-0.09,0.04,0.04,-0.26,12.17,9.06,0.03,-1.0,-14.0,-26.0,6.0,-5.0,5.0,-13.0,7.0,-26.0,1.0,1.0,0.04,-0.26,4.0,346.0,1750.0,0.01,95.0,70.0,1016.0,3870.0,4530.0,0.12,0.19,0.2,0.2,6.0,12.0,109.0,75.0,1.6,1,64,115.46,62.52,2021-08-19 05:32:00,0
17.15,17.65,3.35,-13.35,-41.75,2.45,3.78,13.37,14.35,3.3,-12.98,16.33,-20.66,7.31,2.45,2.0,1.0,1.41,8.54,16.0,10.97,149.65,46.98,45.54,1.44,-242.46,85.35,1204.52,2.45,1.7,9.8,13.37,14.7,16.33,3.3,-0.97,2.41,51.03,-19.82,47.95,-195.48,7.31,23.64,-6.79,-5.81,5.0,1.1,0.0,684.1,1.9,-0.38,-0.37,-0.48,0.33,-0.13,8.54,9.49,-0.99,-0.48,-3.0,0.0,-1.0,0.0,1.0,1.0,8.0,0.0,-2.0,0.0,0.33,-0.48,4.0,2211.0,3490.0,0.01,100.0,18.0,1011.0,3620.0,5440.0,1.68,1.69,0.42,0.45,10.0,26.0,743.0,579.0,0.1,1,64,89.26,49.38,2021-08-19 07:15:00,0
30.05,20.95,5.95,-11.55,-38.75,5.25,5.98,24.07,9.82,11.13,-3.15,9.1,-29.97,18.42,5.25,2.0,4.24,2.24,2.24,2.83,8.92,97.55,43.97,50.25,-6.28,-236.14,66.05,776.29,5.25,0.39,17.65,24.07,24.8,9.1,11.13,-2.03,-4.25,41.88,-15.71,46.0,-192.16,18.42,27.52,-13.69,-11.66,5.0,4.7,0.0,25.8,492.8,-0.08,0.03,0.15,0.09,0.1,5.0,5.39,0.49,1.0,-2.0,2.0,3.0,3.0,1.0,-2.0,1.0,2.0,0.0,2.0,0.15,-0.08,5.0,348.0,22700.0,0.01,0.0,0.0,1017.0,0.0,0.0,0.37,1.03,0.29,0.57,6.0,19.0,945.0,794.0,0.0,1,64,85.84,53.07,2021-08-19 07:58:00,0
9.35,8.25,-1.45,-16.75,-41.35,8.25,8.9,0.45,7.19,1.06,-3.64,2.19,-33.4,16.65,8.25,4.24,7.81,8.94,8.0,7.62,8.02,216.45,41.6,44.67,-3.06,-239.03,138.75,3061.93,8.25,-1.98,8.8,0.45,1.1,2.19,1.06,1.46,-4.52,50.62,-19.83,40.14,-197.42,16.65,18.84,-12.37,-13.84,9.0,1.9,39.5,54.7,387.9,-0.23,-0.48,-0.46,0.07,-0.07,15.3,5.39,-0.27,0.25,-8.0,7.0,5.0,-6.0,4.0,-8.0,0.0,7.0,3.0,-3.0,0.07,-0.48,0.0,694.0,1530.0,0.01,100.0,100.0,1005.0,1490.0,4700.0,0.13,0.54,0.21,0.25,13.0,25.0,907.0,531.0,0.6999999999999997,1,64,88.22,56.54,2021-08-19 08:12:00,0
25.85,10.25,3.35,-14.25,-41.45,10.15,21.5,4.35,-3.44,13.69,0.74,2.61,-25.14,10.89,10.15,4.0,5.1,11.7,14.04,25.5,8.08,136.15,41.22,48.71,-7.5,-234.49,115.75,2433.5,10.15,-3.5,18.0,4.35,15.7,2.61,13.69,1.41,-8.91,41.89,-19.05,39.8,-193.27,10.89,13.5,-12.8,-14.21,7.0,3.0,38.6,35.5,15.9,0.07,0.13,0.01,0.09,0.07,15.0,9.0,0.47,0.81,-14.0,-23.0,1.0,-5.0,4.0,-11.0,1.0,-23.0,0.0,-4.0,0.13,0.01,0.0,2608.0,10620.0,0.01,84.0,33.0,1017.0,1920.0,2730.0,0.85,0.85,0.28,0.63,17.0,17.0,834.0,627.0,0.0,1,64,87.58,54.47,2021-08-19 09:01:00,0
26.25,11.05,2.85,-15.85,-43.15,11.25,22.92,3.33,-7.72,18.77,-9.41,12.26,-31.74,15.89,11.25,6.0,6.0,9.22,9.22,13.6,9.39,132.05,44.37,42.81,1.56,-237.42,124.75,2617.0,11.25,-6.54,18.75,3.33,15.0,12.26,18.77,7.6,-6.04,43.15,-28.52,36.77,-193.04,15.89,28.14,-7.04,-14.64,10.0,-1.0,148.5,290.2,10.6,-0.15,-0.15,0.0,0.09,0.0,6.32,7.0,1.0,0.4,-6.0,-4.0,0.0,-6.0,7.0,-6.0,7.0,-4.0,0.0,-6.0,0.09,-0.15,6.0,2258.0,1820.0,0.01,100.0,80.0,1012.0,1950.0,2420.0,1.04,1.34,0.36,0.68,16.0,27.0,992.0,992.0,0.0,1,64,85.33,52.24,2021-08-19 09:14:00,0
19.75,10.65,0.45,-15.95,-44.75,15.05,16.2,3.55,8.23,2.42,-2.93,3.38,-20.82,4.87,15.05,2.24,5.0,8.0,9.0,20.02,8.87,191.15,43.13,45.46,-2.33,-237.85,122.55,2494.0,15.05,-0.76,17.4,3.55,4.7,3.38,2.42,0.4,-2.73,50.56,-18.4,42.73,-194.72,4.87,8.25,-6.37,-6.77,11.0,-1.6,0.0,137.5,11.4,-0.22,-0.36,-0.54,-0.61,-0.14,11.05,4.0,-0.28,0.0,0.0,1.0,5.0,0.0,8.0,0.0,9.0,1.0,2.0,-1.0,-0.14,-0.61,1.0,942.0,6010.0,0.01,100.0,48.0,1010.0,1180.0,9870.0,0.5,0.47,0.26,0.44,13.0,29.0,1016.0,989.0,3.4,1,64,85.19,54.13,2021-08-19 09:35:00,0
19.95,6.15,0.55,-17.35,-43.75,8.65,18.78,1.17,-11.45,17.6,-14.61,15.16,-25.48,8.13,8.65,4.0,6.32,10.82,13.04,17.03,5.57,142.95,35.91,40.19,-4.28,-230.7,133.85,2766.31,8.65,-8.25,14.3,1.17,11.3,15.16,17.6,2.07,-6.34,38.83,-33.18,33.85,-194.78,8.13,23.29,-14.88,-16.95,9.0,3.8,34.8,11.3,11.8,-0.01,-0.1,-0.1,0.08,-0.04,8.49,9.06,0.74,-0.98,-7.0,-1.0,2.0,-6.0,6.0,-9.0,11.0,-1.0,0.0,-4.0,0.08,-0.1,3.0,1949.0,1540.0,0.01,95.0,89.0,1014.0,1410.0,1800.0,0.4,0.79,0.16,0.3,16.0,24.0,898.0,439.0,0.0,1,64,88.46,55.36,2021-08-19 10:55:00,0
25.65,11.45,3.85,-13.75,-40.75,9.95,19.99,5.66,-4.26,15.71,1.23,2.62,-20.41,6.66,9.95,3.0,4.12,11.4,17.12,21.1,8.62,125.35,42.32,49.58,-7.27,-235.62,109.95,2254.73,9.95,-4.0,17.8,5.66,15.7,2.62,15.71,2.74,-10.0,41.29,-19.06,39.58,-193.3,6.66,9.28,-12.97,-15.7,6.0,3.0,845.8,26.5,13.9,0.02,0.04,-0.1,0.1,-0.02,4.0,13.04,0.95,0.86,-17.0,-21.0,1.0,-4.0,3.0,-11.0,2.0,-21.0,0.0,-3.0,0.1,-0.1,6.0,2264.0,10620.0,0.01,77.0,6.0,1016.0,2230.0,2740.0,0.32,0.38,0.42,0.52,10.0,28.0,1009.0,320.0,0.0,1,64,86.33,55.22,2021-08-19 11:08:00,0
